Group,SH_Anth,SH_BlLS,SH_BrLS,SH_WhLS,SH_Vigor,SH_NR,SH_RF,SH_DRY,SH_DMC,SH_PTR,SH_PPA
1,1,0.788204287564795,0.815793627390761,0.758316631556719,0.796529228816687,0.740696332637633,0.861145959207832,0.708232268192472,0.790497561683704,0.788771332924535,0.778130738664136,0.781265600966429
2,2,0.834922676552371,0.769460023138239,0.745489449116196,0.701038299081418,0.891495122640705,0.879020274848935,0.834301187012719,0.852862953207404,0.66786202451207,0.749503912906497,0.845574671090245
3,3,0.790426874025689,0.787085546056877,0.78672466463124,0.826468345618998,0.88443095172642,0.725019220610367,0.689834114036132,0.757410846734626,0.76654406079173,0.864941426415366,0.854607188114717
4,NA,0.580279210851812,0.773705614469083,0.773705614469083,0.773705614469083,0.580279210851812,0.580279210851812,0.580279210851812,0.580279210851812,0.580279210851812,0.580279210851812,0.580279210851812
